"Year","Area","Street","Street.2"
2011,"Birmingham","Newhall̴Walk̴Car̴Park","Newhall Walk Car Park"
2011,"Birmingham","Newhall̴Walk̴Car̴Park","Newhall Walk Car Park"
2011,"Birmingham","O/S̴H/A","O/S H/A"
2011,"Birmingham","O/S̴Litten̴Tree","O/S Litten Tree"
2011,"Birmingham","O/S̴Litten̴Tree,̴S/C̴Town̴Centre","O/S Litten Tree, S/C Town Centre"
2011,"Birmingham","O/S̴Moomoo̴Bar,̴S/C̴Town̴Centre","O/S Moomoo Bar, S/C Town Centre"
2011,"Birmingham","O/S̴Moomoo̴Bar,̴South̴Parade","O/S Moomoo Bar, South Parade"
2011,"Birmingham","O/S̴Retro","O/S Retro"
2011,"Birmingham","O/S̴Retro̴,̴South̴Parade","O/S Retro, South Parade"
2011,"Birmingham","O/S̴Retros","O/S Retros"
2011,"Birmingham","O/S̴Royal̴Hotel,̴Lichfield̴Rd","O/S Royal Hotel, Lichfield Rd"
2011,"Birmingham","O/S̴Temple̴Bar","O/S Temple Bar"
2011,"Birmingham","O/S̴Temple̴Bar","O/S Temple Bar"
2011,"Birmingham","O/S̴Temple̴Bar,̴High̴St","O/S Temple Bar, High St"
2011,"Birmingham","O/S̴Temple̴Bar,̴Lower̴Parade̴Sutton̴Coldfield","O/S Temple Bar, Lower Parade Sutton Coldfield"
2011,"Birmingham","O/S̴Temple̴Bar,̴S/C̴Town̴Centre","O/S Temple Bar, S/C Town Centre"
2011,"Birmingham","O/S̴Temple̴Bar,̴Sutton̴Coldfield,̴West̴Milands","O/S Temple Bar, Sutton Coldfield, West Milands"
2011,"Birmingham","O/S̴The̴Hairy̴Lemon","O/S The Hairy Lemon"
2011,"Birmingham","On̴Pavement̴Outside̴The̴Royal̴Hotel","On Pavement Outside The Royal Hotel"
2011,"Birmingham","Ourtside̴Royal̴Pub,̴Lichfield̴Rd,̴Sutton̴Coldfield","Ourtside Royal Pub, Lichfield Rd, Sutton Coldfield"
2011,"Birmingham","Outside̴Glendale̴Tower,̴Lyndhurst̴Estate","Outside Glendale Tower, Lyndhurst Estate"
2011,"Birmingham","Outside̴Litten̴Tree̴Pub,̴Birmingham̴Rd,̴Sutton̴Coldfield","Outside Litten Tree Pub, Birmingham Rd, Sutton Coldfield"
2011,"Birmingham","Outside̴Moo̴Moo̴Club,̴Town̴Centre,̴Sutton̴Coldfield","Outside Moo Moo Club, Town Centre, Sutton Coldfield"
2011,"Birmingham","Outside̴Moo̴Moo̴Night̴Club,̴South̴Parade","Outside Moo Moo Night Club, South Parade"
2011,"Birmingham","Outside̴Temple̴Parade,̴Lower̴Parade","Outside Temple Parade, Lower Parade"
2011,"Birmingham","Outside̴The̴Temple̴Bar,̴Lower̴Parade,̴Sc","Outside The Temple Bar, Lower Parade, Sc"
2011,"Birmingham","Parade̴ ̴Sutton̴Coldfield","Parade Sutton Coldfield"
2011,"Birmingham","Parade̴Sc","Parade Sc"
2011,"Birmingham","Parade̴Sutton̴Coldfield","Parade Sutton Coldfield"
2011,"Birmingham","Parade̴Sutton̴Coldfield","Parade Sutton Coldfield"
2011,"Birmingham","Parade̴Sutton̴Coldfield","Parade Sutton Coldfield"
2011,"Birmingham","Parade̴Sutton̴Town","Parade Sutton Town"
2011,"Birmingham","Parade,̴Sutton̴Coldfield","Parade, Sutton Coldfield"
2011,"Birmingham","Parade,̴Sutton̴Coldfield","Parade, Sutton Coldfield"
2011,"Birmingham","Parade,̴Sutton̴Town̴Centre","Parade, Sutton Town Centre"
2011,"Birmingham","Parkeston̴Crescent,̴Kinsgatnding,̴B Ham","Parkeston Crescent, Kinsgatnding, B Ham"
2011,"Birmingham","Plants̴Grove̴Erdington","Plants Grove Erdington"
2011,"Birmingham","Pype̴Hayes̴Rd,̴Pype̴Hayes,̴B Ham","Pype Hayes Rd, Pype Hayes, B Ham"
2011,"Birmingham","Pype̴Hayes̴Rd,̴Pype̴Hayes,̴B Ham","Pype Hayes Rd, Pype Hayes, B Ham"
2011,"Birmingham","Pype̴Hayes̴Rd,̴Pype̴Hayes,̴B Ham","Pype Hayes Rd, Pype Hayes, B Ham"
2011,"Birmingham","Queen̴St","Queen St"
2011,"Birmingham","Queen̴St","Queen St"
2011,"Birmingham","Queen̴St","Queen St"
2011,"Birmingham","Queen̴St","Queen St"
2011,"Birmingham","Queen̴St̴Sutton̴Coldfield̴Town̴Centre","Queen St Sutton Coldfield Town Centre"
2011,"Birmingham","Queslett̴Rd̴East","Queslett Rd East"
2011,"Birmingham","Redacre̴Rd̴Boldmere","Redacre Rd Boldmere"
2011,"Birmingham","Reservoir̴Rd","Reservoir Rd"
2011,"Birmingham","Ridgeway",""
2011,"Birmingham","Slade̴Rd,̴Erdington,̴B Ham","Slade Rd, Erdington, B Ham"
2011,"Birmingham","Slade̴Rd,̴Erdington,̴B Ham","Slade Rd, Erdington, B Ham"
2011,"Birmingham","Soth̴Parade,̴Sutton̴Coldfield","Soth Parade, Sutton Coldfield"
2011,"Birmingham","Soth̴Parade,̴Sutton̴Coldfield","Soth Parade, Sutton Coldfield"
2011,"Birmingham","South̴Parade","South Parade"
2011,"Birmingham","South̴Parade","South Parade"
2011,"Birmingham","South̴Parade","South Parade"
2011,"Birmingham","South̴Parade","South Parade"
2011,"Birmingham","South̴Parade","South Parade"
2011,"Birmingham","South̴Parade","South Parade"
2011,"Birmingham","South̴Parade","South Parade"
2011,"Birmingham","South̴Parade","South Parade"
2011,"Birmingham","South̴Parade","South Parade"
2011,"Birmingham","South̴Parade","South Parade"
2011,"Birmingham","South̴Parade","South Parade"
2011,"Birmingham","South̴Parade","South Parade"
2011,"Birmingham","South̴Parade̴�����̴Town̴Centre,̴Sutton̴Coldfield","South Parade ����� Town Centre, Sutton Coldfield"
2011,"Birmingham","South̴Parade̴Sutton̴Coldfield","South Parade Sutton Coldfield"
2011,"Birmingham","South̴Parade̴Sutton̴Coldfield","South Parade Sutton Coldfield"
2011,"Birmingham","South̴Parade̴Sutton̴Town̴Centre","South Parade Sutton Town Centre"
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South̴Parade,̴Sutton̴Town̴Centre","South Parade, Sutton Town Centre"
2011,"Birmingham","South̴Parade,̴Town̴Centre,̴Sutton̴Coldfield","South Parade, Town Centre, Sutton Coldfield"
2011,"Birmingham","Stornaway̴Rd̴Castle̴Vale","Stornaway Rd Castle Vale"
2011,"Birmingham","Stley̴Rd̴Erdington","Stley Rd Erdington"
2011,"Birmingham","Sumburgh̴Croft","Sumburgh Croft"
2011,"Birmingham","Sutton̴Coldfield̴Town̴Centre","Sutton Coldfield Town Centre"
2011,"Birmingham","Sutton̴Coldfield̴Town̴Centre","Sutton Coldfield Town Centre"
2011,"Birmingham","Sutton̴New̴Rd","Sutton New Rd"
2011,"Birmingham","Sutton̴New̴Rd̴Erdington","Sutton New Rd Erdington"
2011,"Birmingham","Sutton̴New̴Rd̴Erdington","Sutton New Rd Erdington"
2011,"Birmingham","Sutton̴New̴Rd̴Erdington","Sutton New Rd Erdington"
2011,"Birmingham","Sutton̴New̴Rd,̴Erdington,̴B Ham","Sutton New Rd, Erdington, B Ham"
2011,"Birmingham","Sutton̴Parade","Sutton Parade"
2011,"Birmingham","Sutton̴Parade","Sutton Parade"
2011,"Birmingham","Sutton̴Parade","Sutton Parade"
2011,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2011,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2011,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2011,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2011,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2011,"Birmingham","Tedbury̴Crescent","Tedbury Crescent"
2011,"Birmingham","Tesco S̴Express,̴Walsall̴Rd,̴Four̴Oaks,̴Sutton̴Coldfield","Tesco S Express, Walsall Rd, Four Oaks, Sutton Coldfield"
2011,"Birmingham","The̴Parade","The Parade"
2011,"Birmingham","The̴Parade","The Parade"
2011,"Birmingham","The̴Parade","The Parade"
2011,"Birmingham","The̴Parade̴Sutton","The Parade Sutton"
2011,"Birmingham","The̴Parade̴Sutton̴Coldfield","The Parade Sutton Coldfield"
2011,"Birmingham","The̴Parade,̴Birmingham̴Rd,̴Sutton̴Coldfield","The Parade, Birmingham Rd, Sutton Coldfield"
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The̴Parade,̴Sutton̴Town̴Centre","The Parade, Sutton Town Centre"
2011,"Birmingham","The̴Parade","The Parade"
2011,"Birmingham","The̴Ridgeway","The Ridgeway"
2011,"Birmingham","The̴Ridgeway","The Ridgeway"
2011,"Birmingham","The̴Ridgeway","The Ridgeway"
2011,"Birmingham","The̴Swan̴Ph","The Swan Ph"
2011,"Birmingham","Turnhouse̴Rd","Turnhouse Rd"
2011,"Birmingham","Upper̴Holland̴Rd","Upper Holland Rd"
2011,"Birmingham","Victoria̴Rd","Victoria Rd"
2011,"Birmingham","Victoria̴Rd","Victoria Rd"
2011,"Birmingham","Victoria̴Rd","Victoria Rd"
2011,"Birmingham","Walsh̴Drive,̴Walmley,̴Sutton̴Coldfield","Walsh Drive, Walmley, Sutton Coldfield"
2011,"Birmingham","Warren̴Farm̴Rd","Warren Farm Rd"
2011,"Birmingham","Warren̴Farm̴Rd","Warren Farm Rd"
2011,"Birmingham","Whitehouse̴Common̴Rd","Whitehouse Common Rd"
2011,"Birmingham","Wilton̴Rd","Wilton Rd"
2011,"Birmingham","Windsor̴House,̴Jarvis̴Rd,̴Erdington","Windsor House, Jarvis Rd, Erdington"
2011,"Birmingham","Witton̴Lodge̴Rd","Witton Lodge Rd"
2011,"Birmingham","Witton̴Lodge̴Rd,̴Erdington","Witton Lodge Rd, Erdington"
2011,"Birmingham","York̴Rd","York Rd"
2011,"Birmingham","Abdon̴Ave","Abdon Ave"
2011,"Birmingham","Alcester̴Rd̴South","Alcester Rd South"
2011,"Birmingham","Alvechurch̴Rd","Alvechurch Rd"
2011,"Birmingham","Arden̴Rd","Arden Rd"
2011,"Birmingham","Ardencote̴Froad","Ardencote Froad"
2011,"Birmingham","Ashley̴Close","Ashley Close"
2011,"Birmingham","Balti̴Spice̴Bristol̴Rd̴South","Balti Spice Bristol Rd South"
2011,"Birmingham","Barnes̴Hill","Barnes Hill"
2011,"Birmingham","Barrow̴House","Barrow House"
2011,"Birmingham","Bell̴St","Bell St"
2011,"Birmingham","Birmingham̴New̴St","Birmingham New St"
2011,"Birmingham","Birmingham̴New̴St","Birmingham New St"
2011,"Birmingham","Birmingham̴New̴St","Birmingham New St"
2011,"Birmingham","Birmingham̴St,̴Oldbury","Birmingham St, Oldbury"
2011,"Birmingham","Blandford̴Rd","Blandford Rd"
2011,"Birmingham","Bournbrook̴Rd","Bournbrook Rd"
2011,"Birmingham","Bournville̴Front̴Office","Bournville Front Office"
2011,"Birmingham","Bournville̴Front̴Office","Bournville Front Office"
2011,"Birmingham","Bournville̴Ln","Bournville Ln"
2011,"Birmingham","Bournville̴Ln","Bournville Ln"
2011,"Birmingham","Bournville̴Ln̴Front̴Office","Bournville Ln Front Office"
2011,"Birmingham","Bowling̴Green̴Rd","Bowling Green Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd̴Selly̴Oak","Bristol Rd Selly Oak"
2011,"Birmingham","Bristol̴Rd̴South","Bristol Rd South"
2011,"Birmingham","Bristol̴Rd̴South","Bristol Rd South"
2011,"Birmingham","Bristol̴Rd̴Sth","Bristol Rd Sth"
2011,"Birmingham","Bristol̴Rd,̴Northfield","Bristol Rd, Northfield"
2011,"Birmingham","Bristol̴Rd,̴Selly̴Oak","Bristol Rd, Selly Oak"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd","Bristol Rd"
2011,"Birmingham","Bristol̴Rd̴Northfield","Bristol Rd Northfield"
2011,"Birmingham","Bristol̴Rd̴Selly̴Oak","Bristol Rd Selly Oak"
2011,"Birmingham","Bristol̴Rd̴Selly̴Oak","Bristol Rd Selly Oak"
2011,"Birmingham","Bristol̴Rd̴Selly̴Oak","Bristol Rd Selly Oak"
2011,"Birmingham","Bristol̴Rd̴South,̴Northfield","Bristol Rd South, Northfield"
2011,"Birmingham","Bristol̴Rd̴South,̴Selly̴Oak","Bristol Rd South, Selly Oak"
2011,"Birmingham","Bristol̴Rd,̴Selly̴Oak","Bristol Rd, Selly Oak"
2011,"Birmingham","Bristol̴Rd,̴Selly̴Oak","Bristol Rd, Selly Oak"
2011,"Birmingham","Bristol̴Rd,̴Selly̴Oak","Bristol Rd, Selly Oak"
2011,"Birmingham","Broad̴St","Broad St"
2011,"Birmingham","Broad̴St","Broad St"
2011,"Birmingham","Broad̴St","Broad St"
2011,"Birmingham","Broad̴St,̴City̴Centre","Broad St, City Centre"
2011,"Birmingham","Broad̴St,̴City̴Centre","Broad St, City Centre"
2011,"Birmingham","Brook̴Ln","Brook Ln"
2011,"Birmingham","Bunburry̴Rd","Bunburry Rd"
2011,"Birmingham","Bunburry̴Rd","Bunburry Rd"
2011,"Birmingham","Burnhill̴Grove̴,Weoley̴Castle̴,Birmingham","Burnhill Grove,Weoley Castle,Birmingham"
2011,"Birmingham","Car̴Park̴Of̴Bournville̴Ln̴P/Stn","Car Park Of Bournville Ln P/Stn"
2011,"Birmingham","Chinbrook̴Rd,̴Billsley","Chinbrook Rd, Billsley"
2011,"Birmingham","Church̴Hill̴Nortthfield","Church Hill Nortthfield"
2011,"Birmingham","Church̴Rd","Church Rd"
2011,"Birmingham","Compton̴Rd,̴Cradley̴Heath","Compton Rd, Cradley Heath"
2011,"Birmingham","Costcutters,̴Ardern̴Rd","Costcutters, Ardern Rd"
2011,"Birmingham","Dawberry̴Rd","Dawberry Rd"
2011,"Birmingham","Dawlish̴Rd","Dawlish Rd"
2011,"Birmingham","Dingle̴Club","Dingle Club"
2011,"Birmingham","Doddington̴Rd","Doddington Rd"
2011,"Birmingham","Dog̴Kennel̴Ln","Dog Kennel Ln"
2011,"Birmingham","Dog̴Pool̴Ln","Dog Pool Ln"
2011,"Birmingham","Downfield̴Drive","Downfield Drive"
2011,"Birmingham","Dudley̴Bus̴Station","Dudley Bus Station"
2011,"Birmingham","Dwellings̴Ln","Dwellings Ln"
2011,"Birmingham","Eafo",""
2011,"Birmingham","Edgbaston̴Cricket̴Ground","Edgbaston Cricket Ground"
2011,"Birmingham","Edgbaston̴Park̴Rd","Edgbaston Park Rd"
2011,"Birmingham","Exeter̴Rd̴/̴Hubert̴Rd","Exeter Rd / Hubert Rd"
2011,"Birmingham","Fordhouse̴Ln","Fordhouse Ln"
2011,"Birmingham","Four̴Acres̴,Quinton","Four Acres,Quinton"
2011,"Birmingham","Frogmill̴Rd,̴Frankley","Frogmill Rd, Frankley"
2011,"Birmingham","Genners̴Ln","Genners Ln"
2011,"Birmingham","Glastonbury̴Rd","Glastonbury Rd"
2011,"Birmingham","Great̴Park̴Rubery","Great Park Rubery"
2011,"Birmingham","Griffins̴Brook̴Ln","Griffins Brook Ln"
2011,"Birmingham","Grosvenor̴Shopping̴Centre","Grosvenor Shopping Centre"
2011,"Birmingham","Hagley̴Rd","Hagley Rd"
2011,"Birmingham","Hagley̴Rd","Hagley Rd"
2011,"Birmingham","Hagley̴Rd","Hagley Rd"
2011,"Birmingham","Hagley̴Rd","Hagley Rd"
2011,"Birmingham","Hagley̴Rd","Hagley Rd"
2011,"Birmingham","Hagley̴Rd","Hagley Rd"
2011,"Birmingham","Hagley̴Rd","Hagley Rd"
2011,"Birmingham","Hagley̴Rd","Hagley Rd"
2011,"Birmingham","Hagley̴Rd","Hagley Rd"
2011,"Birmingham","Hagley̴Rd,̴Edgbaston","Hagley Rd, Edgbaston"
2011,"Birmingham","Hagley̴Rd,̴Eedgbaston","Hagley Rd, Eedgbaston"
2011,"Birmingham","Harborne̴Cricket̴Club","Harborne Cricket Club"
2011,"Birmingham","Harborne̴High̴St","Harborne High St"
2011,"Birmingham","Harborne̴High̴St","Harborne High St"
2011,"Birmingham","Harborne̴High̴St","Harborne High St"
2011,"Birmingham","Harborne̴High̴St","Harborne High St"
2011,"Birmingham","Harborne̴Park̴Rd","Harborne Park Rd"
2011,"Birmingham","Harborne̴Police̴Station","Harborne Police Station"
2011,"Birmingham","Harbourne̴Cricket̴Club","Harbourne Cricket Club"
2011,"Birmingham","Hawkesley̴End","Hawkesley End"
2011,"Birmingham","Hawkesley̴Square","Hawkesley Square"
2011,"Birmingham","Hazelwell̴St","Hazelwell St"
2011,"Birmingham","Heathmill̴Ln̴Digbeth","Heathmill Ln Digbeth"
2011,"Birmingham","Herons̴Wood","Herons Wood"
2011,"Birmingham","High̴St","High St"
2011,"Birmingham","High̴St̴Harborne","High St Harborne"
2011,"Birmingham","High̴St̴Harborne","High St Harborne"
2011,"Birmingham","High̴St̴Northfield","High St Northfield"
2011,"Birmingham","High̴St̴Harborne","High St Harborne"
2011,"Birmingham","High̴St̴Harborne","High St Harborne"
2011,"Birmingham","High̴St̴Harborne","High St Harborne"
2011,"Birmingham","High̴St̴Harborne","High St Harborne"
2011,"Birmingham","High̴St̴Harbourne","High St Harbourne"
2011,"Birmingham","High̴St,̴Harborne","High St, Harborne"
2011,"Birmingham","High̴St,̴Harborne","High St, Harborne"
2011,"Birmingham","Highfdield̴Ln","Highfdield Ln"
2011,"Birmingham","Highfield̴Ln","Highfield Ln"
2011,"Birmingham","Highfield̴Ln,̴Quinton","Highfield Ln, Quinton"
2011,"Birmingham","Hoggs̴Ln,̴Northfield","Hoggs Ln, Northfield"
2011,"Birmingham","Hollybank̴Rd","Hollybank Rd"
2011,"Birmingham","Holywood̴Bowl,̴Rubery","Holywood Bowl, Rubery"
2011,"Birmingham","Home̴Address","Home Address"
2011,"Birmingham","Honnington̴Crescent,̴Northfield","Honnington Crescent, Northfield"
2011,"Birmingham","Jiggins̴Ln","Jiggins Ln"
2011,"Birmingham","Jiggins̴Ln,̴Bartley̴Green","Jiggins Ln, Bartley Green"
2011,"Birmingham","Kembertone̴Rd","Kembertone Rd"
2011,"Birmingham","Kings̴Norton̴Green","Kings Norton Green"
2011,"Birmingham","Leech̴Green̴Rd","Leech Green Rd"
2011,"Birmingham","Leith̴Grove","Leith Grove"
2011,"Birmingham","Leith̴Grove","Leith Grove"
2011,"Birmingham","Long̴Fellow̴Rd","Long Fellow Rd"
2011,"Birmingham","Longbridge̴Ln","Longbridge Ln"
2011,"Birmingham","Longbridge̴Ln","Longbridge Ln"
2011,"Birmingham","Longbridge̴Ln,̴West̴Heath","Longbridge Ln, West Heath"
2011,"Birmingham","Longham̴Croft","Longham Croft"
2011,"Birmingham","Lottie̴Rd","Lottie Rd"
2011,"Birmingham","Lutley̴Grove","Lutley Grove"
2011,"Birmingham","Malins̴Rd,̴Harborne","Malins Rd, Harborne"
2011,"Birmingham","Manderville̴House","Manderville House"
2011,"Birmingham","Marjoram̴Close,̴Hawksley","Marjoram Close, Hawksley"
2011,"Birmingham","Masshouse̴Ln","Masshouse Ln"
2011,"Birmingham","Masshouse̴Ln","Masshouse Ln"
2011,"Birmingham","Maypole̴Ln","Maypole Ln"
2011,"Birmingham","Merritts̴Hill","Merritts Hill"
2011,"Birmingham","Metchley̴Ln","Metchley Ln"
2011,"Birmingham","Moat̴Rd","Moat Rd"
2011,"Birmingham","Mounbatten̴House,̴Wyndham̴Rd","Mounbatten House, Wyndham Rd"
2011,"Birmingham","New̴St̴Br","New St Br"
2011,"Birmingham","New̴St̴Station","New St Station"
2011,"Birmingham","Nortb̴Worcester̴Golf̴Club","Nortb Worcester Golf Club"
2011,"Birmingham","North̴St,̴Harborne","North St, Harborne"
2011,"Birmingham","North̴St,̴Harborne","North St, Harborne"
2011,"Birmingham","Northfield̴High̴St","Northfield High St"
2011,"Birmingham","Northfield̴High̴St","Northfield High St"
2011,"Birmingham","Oakridge̴Rd̴Northfield","Oakridge Rd Northfield"
2011,"Birmingham","Oddingley̴Rd","Oddingley Rd"
2011,"Birmingham","Oddingley̴Rd,̴West̴Heath","Oddingley Rd, West Heath"
2011,"Birmingham","Paradise̴Forum̴,Birmingham","Paradise Forum,Birmingham"
2011,"Birmingham","Parsons̴Hill","Parsons Hill"
2011,"Birmingham","Pershore̴Rd","Pershore Rd"
2011,"Birmingham","Pershore̴Rd","Pershore Rd"
2011,"Birmingham","Pershore̴Rd","Pershore Rd"
2011,"Birmingham","Pershore̴Rd","Pershore Rd"
2011,"Birmingham","Pershore̴Rd","Pershore Rd"
2011,"Birmingham","Pershore̴Rd","Pershore Rd"
2011,"Birmingham","Pershore̴Rd","Pershore Rd"
2011,"Birmingham","Pershore̴Rd","Pershore Rd"
2011,"Birmingham","Pershore̴Rd","Pershore Rd"
2011,"Birmingham","Pershore̴Rd","Pershore Rd"
2011,"Birmingham","Pershore̴Rd","Pershore Rd"
2011,"Birmingham","Pershore̴Rd̴South,̴Kings̴Norton","Pershore Rd South, Kings Norton"
2011,"Birmingham","Poole̴Crescent,̴Harborne","Poole Crescent, Harborne"
2011,"Birmingham","Poplar̴Ave","Poplar Ave"
2011,"Birmingham","Portlands̴Rd","Portlands Rd"
2011,"Birmingham","Princethorpe̴Rd","Princethorpe Rd"
2011,"Birmingham","Qe̴Casualty","Qe Casualty"
2011,"Birmingham","Qe̴Hospital","Qe Hospital"
2011,"Birmingham","Qe̴Hospital","Qe Hospital"
2011,"Birmingham","Quality̴Hotel","Quality Hotel"
2011,"Birmingham","Queen̴Elizabeth̴Hospital","Queen Elizabeth Hospital"
2011,"Birmingham","Raddlebarn̴Rd","Raddlebarn Rd"
2011,"Birmingham","Richmond̴Hill̴Rd","Richmond Hill Rd"
2011,"Birmingham","Richmond̴Rd","Richmond Rd"
2011,"Birmingham","Rose̴Rd","Rose Rd"
2011,"Birmingham","Rose̴Rd,̴Harborne","Rose Rd, Harborne"
2011,"Birmingham","Sainsburys,̴Frankley̴Beeches̴Rd,̴Northfield","Sainsburys, Frankley Beeches Rd, Northfield"
